V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,recorded-deaths,Deaths
1287,,2020,2020,E12000002,North West,week-38,Week 38,total-registered-deaths,Total registered deaths
1051,,2020,2020,E12000005,West Midlands,week-38,Week 38,total-registered-deaths,Total registered deaths
939,,2020,2020,E12000003,Yorkshire and The Humber,week-38,Week 38,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000002,North West,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
22,,2020,2020,E12000005,West Midlands,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
555,,2020,2020,W92000004,Wales,week-38,Week 38,total-registered-deaths,Total registered deaths
5,,2020,2020,E12000009,South West,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000005,West Midlands,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
795,,2020,2020,E12000004,East Midlands,week-38,Week 38,total-registered-deaths,Total registered deaths
13,,2020,2020,E12000007,London,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1530,,2020,2020,E12000008,South East,week-38,Week 38,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000006,East of England,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000007,London,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,W92000004,Wales,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000008,South East,week-38,Week 38,total-registered-deaths,Total registered deaths
9523,,2020,2020,K04000001,England and Wales,week-38,Week 38,total-registered-deaths,Total registered deaths
39,,2020,2020,E12000002,North West,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
49,,2020,2020,E12000002,North West,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-38,Week 38,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000008,South East,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000009,South West,week-38,Week 38,total-registered-deaths,Total registered deaths
8,,2020,2020,E12000006,East of England,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000006,East of England,week-38,Week 38,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000004,East Midlands,week-38,Week 38,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000001,North East,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000006,East of England,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,W92000004,Wales,week-38,Week 38,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000002,North West,week-38,Week 38,total-registered-deaths,Total registered deaths
1021,,2020,2020,E12000009,South West,week-38,Week 38,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000009,South West,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
9,,2020,2020,E12000009,South West,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000004,East Midlands,week-38,Week 38,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
17,,2020,2020,E12000008,South East,week-38,Week 38,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
29,,2020,2020,E12000003,Yorkshire and The Humber,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
963,,2020,2020,E12000006,East of England,week-39,Week 39,total-registered-deaths,Total registered deaths
13,,2020,2020,E12000001,North East,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
825,,2020,2020,E12000004,East Midlands,week-39,Week 39,total-registered-deaths,Total registered deaths
8,,2020,2020,E12000009,South West,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
13,,2020,2020,W92000004,Wales,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000006,East of England,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
869,,2020,2020,E12000007,London,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000003,Yorkshire and The Humber,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000005,West Midlands,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000004,East Midlands,week-39,Week 39,total-registered-deaths,Total registered deaths
60,,2020,2020,E12000002,North West,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000008,South East,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000003,Yorkshire and The Humber,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000004,East Midlands,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,W92000004,Wales,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
16,,2020,2020,E12000008,South East,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1036,,2020,2020,E12000005,West Midlands,week-39,Week 39,total-registered-deaths,Total registered deaths
23,,2020,2020,E12000007,London,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
215,,2020,2020,K04000001,England and Wales,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000005,West Midlands,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000007,London,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000003,Yorkshire and The Humber,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000004,East Midlands,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
36,,2020,2020,E12000005,West Midlands,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
32,,2020,2020,E12000003,Yorkshire and The Humber,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2020,2020,E12000009,South West,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
11,,2020,2020,E12000004,East Midlands,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1521,,2020,2020,E12000008,South East,week-39,Week 39,total-registered-deaths,Total registered deaths
12,,2020,2020,W92000004,Wales,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
514,,2020,2020,E12000001,North East,week-39,Week 39,total-registered-deaths,Total registered deaths
9634,,2020,2020,K04000001,England and Wales,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000008,South East,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000001,North East,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2020,2020,E12000004,East Midlands,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000007,London,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000007,London,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,W92000004,Wales,week-39,Week 39,total-registered-deaths,Total registered deaths
29,,2020,2020,E12000007,London,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10,,2020,2020,E12000006,East of England,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
965,,2020,2020,E12000003,Yorkshire and The Humber,week-39,Week 39,total-registered-deaths,Total registered deaths
1271,,2020,2020,E12000002,North West,week-39,Week 39,total-registered-deaths,Total registered deaths
247,,2020,2020,K04000001,England and Wales,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000002,North West,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000006,East of England,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000002,North West,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
70,,2020,2020,E12000002,North West,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
13,,2020,2020,E12000008,South East,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000005,West Midlands,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
617,,2020,2020,W92000004,Wales,week-39,Week 39,total-registered-deaths,Total registered deaths
18,,2020,2020,E12000001,North East,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
33,,2020,2020,E12000005,West Midlands,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000009,South West,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000009,South West,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000001,North East,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000008,South East,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000006,East of England,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000009,South West,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000002,North West,week-39,Week 39,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,W92000004,Wales,week-39,Week 39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000001,North East,week-39,Week 39,total-registered-deaths,Total registered deaths
1041,,2020,2020,E12000009,South West,week-39,Week 39,total-registered-deaths,Total registered deaths
13,,2020,2020,E12000006,East of England,week-39,Week 39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7,,2021,2021,W92000004,Wales,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
341,,2020,2020,E12000003,Yorkshire and The Humber,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2021,2021,E12000009,South West,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7,,2021,2021,E12000001,North East,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
9860,,2021,2021,K04000001,England and Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
605,,2021,2021,W92000004,Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
246,,2020,2020,E12000004,East Midlands,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1386,,2021,2021,E12000002,North West,week-20,Week 20,total-registered-deaths,Total registered deaths
1518,,2021,2021,E12000008,South East,week-20,Week 20,total-registered-deaths,Total registered deaths
308,,2020,2020,E12000005,West Midlands,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1038,,2021,2021,E12000005,West Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
401,,2020,2020,E12000006,East of England,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2872,,2020,2020,K04000001,England and Wales,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
9,,2021,2021,E12000008,South East,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
382,,2020,2020,E12000005,West Midlands,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
22,,2021,2021,E12000008,South East,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
153,,2020,2020,E12000009,South West,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10,,2021,2021,E12000007,London,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1329,,2020,2020,E12000007,London,week-20,Week 20,total-registered-deaths,Total registered deaths
1449,,2020,2020,E12000009,South West,week-20,Week 20,total-registered-deaths,Total registered deaths
8,,2021,2021,E12000003,Yorkshire and The Humber,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6,,2021,2021,W92000004,Wales,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
14,,2021,2021,E12000007,London,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1502,,2020,2020,E12000005,West Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
319,,2020,2020,E12000004,East Midlands,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1042,,2021,2021,E12000009,South West,week-20,Week 20,total-registered-deaths,Total registered deaths
144,,2020,2020,W92000004,Wales,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
620,,2020,2020,E12000002,North West,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
480,,2020,2020,E12000002,North West,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
598,,2020,2020,E12000008,South East,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
845,,2020,2020,E12000001,North East,week-20,Week 20,total-registered-deaths,Total registered deaths
230,,2020,2020,E12000007,London,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1589,,2020,2020,E12000003,Yorkshire and The Humber,week-20,Week 20,total-registered-deaths,Total registered deaths
7,,2021,2021,E12000004,East Midlands,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
16,,2021,2021,E12000005,West Midlands,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2021,2021,E12000005,West Midlands,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
302,,2020,2020,E12000006,East of England,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
71,,2021,2021,K04000001,England and Wales,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3810,,2020,2020,K04000001,England and Wales,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1992,,2020,2020,E12000002,North West,week-20,Week 20,total-registered-deaths,Total registered deaths
248,,2020,2020,E12000001,North East,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
365,,2020,2020,E12000007,London,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
850,,2021,2021,E12000004,East Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
7,,2021,2021,E12000004,East Midlands,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1283,,2020,2020,E12000004,East Midlands,week-20,Week 20,total-registered-deaths,Total registered deaths
10,,2021,2021,E12000003,Yorkshire and The Humber,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
452,,2020,2020,E12000003,Yorkshire and The Humber,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
772,,2020,2020,W92000004,Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
503,,2021,2021,E12000001,North East,week-20,Week 20,total-registered-deaths,Total registered deaths
473,,2020,2020,E12000008,South East,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
193,,2020,2020,E12000001,North East,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
107,,2021,2021,K04000001,England and Wales,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1013,,2021,2021,E12000006,East of England,week-20,Week 20,total-registered-deaths,Total registered deaths
9,,2021,2021,E12000006,East of England,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2021,2021,E12000002,North West,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2021,2021,E12000001,North East,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2021,2021,E12000009,South West,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
239,,2020,2020,E12000009,South West,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1006,,2021,2021,E12000003,Yorkshire and The Humber,week-20,Week 20,total-registered-deaths,Total registered deaths
888,,2021,2021,E12000007,London,week-20,Week 20,total-registered-deaths,Total registered deaths
2251,,2020,2020,E12000008,South East,week-20,Week 20,total-registered-deaths,Total registered deaths
180,,2020,2020,W92000004,Wales,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
12,,2021,2021,E12000006,East of England,week-20,Week 20,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1543,,2020,2020,E12000006,East of England,week-20,Week 20,total-registered-deaths,Total registered deaths
9,,2021,2021,E12000002,North West,week-20,Week 20,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
14573,,2020,2020,K04000001,England and Wales,week-20,Week 20,total-registered-deaths,Total registered deaths
90,,2021,2021,K04000001,England and Wales,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
373,,2020,2020,E12000006,East of England,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1328,,2020,2020,E12000003,Yorkshire and The Humber,week-19,Week 19,total-registered-deaths,Total registered deaths
439,,2020,2020,E12000007,London,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
334,,2020,2020,E12000004,East Midlands,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
211,,2020,2020,W92000004,Wales,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
278,,2020,2020,E12000009,South West,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
551,,2020,2020,E12000008,South East,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
548,,2021,2021,E12000001,North East,week-19,Week 19,total-registered-deaths,Total registered deaths
271,,2020,2020,E12000001,North East,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2021,2021,E12000004,East Midlands,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2021,2021,E12000009,South West,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1094,,2020,2020,E12000004,East Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
432,,2020,2020,E12000003,Yorkshire and The Humber,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1326,,2020,2020,E12000005,West Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
921,,2021,2021,E12000004,East Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
376,,2020,2020,E12000006,East of England,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1112,,2021,2021,E12000005,West Midlands,week-19,Week 19,total-registered-deaths,Total registered deaths
1213,,2020,2020,E12000007,London,week-19,Week 19,total-registered-deaths,Total registered deaths
15,,2021,2021,E12000008,South East,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
6,,2021,2021,W92000004,Wales,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1282,,2021,2021,E12000002,North West,week-19,Week 19,total-registered-deaths,Total registered deaths
443,,2020,2020,E12000005,West Midlands,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
14,,2021,2021,E12000008,South East,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
12657,,2020,2020,K04000001,England and Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
667,,2020,2020,E12000002,North West,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
14,,2021,2021,E12000004,East Midlands,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
597,,2020,2020,E12000002,North West,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3930,,2020,2020,K04000001,England and Wales,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
20,,2021,2021,E12000006,East of England,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
640,,2021,2021,W92000004,Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
29,,2021,2021,E12000003,Yorkshire and The Humber,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1060,,2021,2021,E12000003,Yorkshire and The Humber,week-19,Week 19,total-registered-deaths,Total registered deaths
1218,,2020,2020,E12000009,South West,week-19,Week 19,total-registered-deaths,Total registered deaths
6,,2021,2021,E12000001,North East,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
537,,2020,2020,E12000008,South East,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
276,,2020,2020,E12000009,South West,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1525,,2021,2021,E12000008,South East,week-19,Week 19,total-registered-deaths,Total registered deaths
465,,2020,2020,E12000003,Yorkshire and The Humber,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1321,,2020,2020,E12000006,East of England,week-19,Week 19,total-registered-deaths,Total registered deaths
15,,2021,2021,E12000002,North West,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4003,,2020,2020,K04000001,England and Wales,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
287,,2020,2020,E12000001,North East,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1031,,2021,2021,E12000006,East of England,week-19,Week 19,total-registered-deaths,Total registered deaths
151,,2021,2021,K04000001,England and Wales,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
15,,2021,2021,E12000003,Yorkshire and The Humber,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
438,,2020,2020,E12000005,West Midlands,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
692,,2020,2020,W92000004,Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
10,,2021,2021,E12000006,East of England,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
14,,2021,2021,E12000005,West Midlands,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
339,,2020,2020,E12000004,East Midlands,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
908,,2021,2021,E12000007,London,week-19,Week 19,total-registered-deaths,Total registered deaths
6,,2021,2021,E12000001,North East,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1887,,2020,2020,E12000008,South East,week-19,Week 19,total-registered-deaths,Total registered deaths
1790,,2020,2020,E12000002,North West,week-19,Week 19,total-registered-deaths,Total registered deaths
10164,,2021,2021,K04000001,England and Wales,week-19,Week 19,total-registered-deaths,Total registered deaths
13,,2021,2021,E12000009,South West,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2021,2021,E12000002,North West,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1125,,2021,2021,E12000009,South West,week-19,Week 19,total-registered-deaths,Total registered deaths
16,,2021,2021,E12000005,West Midlands,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
213,,2020,2020,W92000004,Wales,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2021,2021,W92000004,Wales,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2021,2021,E12000007,London,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
19,,2021,2021,E12000007,London,week-19,Week 19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
769,,2020,2020,E12000001,North East,week-19,Week 19,total-registered-deaths,Total registered deaths
399,,2020,2020,E12000007,London,week-19,Week 19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
13,,2020,2020,E12000006,East of England,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000006,East of England,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000009,South West,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2020,2020,E12000007,London,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2020,2020,E12000005,West Midlands,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
30,,2020,2020,E12000008,South East,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000008,South East,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2020,2020,E12000003,Yorkshire and The Humber,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000007,London,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000007,London,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000005,West Midlands,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000005,West Midlands,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
14,,2020,2020,E12000005,West Midlands,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
6,,2020,2020,E12000004,East Midlands,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2020,2020,E12000009,South West,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,W92000004,Wales,week-33,Week 33,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000009,South West,week-33,Week 33,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1009,,2020,2020,E12000009,South West,week-33,Week 33,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000003,Yorkshire and The Humber,week-33,Week 33,total-registered-deaths,Total registered deaths
